04-12-2024, 3625.7104579497204
05-12-2024, 3839.443460715871
06-12-2024, 3796.8688671601276
07-12-2024, 4013.726145388712
08-12-2024, 4000.992076502189
09-12-2024, 4015.7820212328807
10-12-2024, 3713.3138979971745
11-12-2024, 3626.5886417774996
12-12-2024, 3828.1075883404096
13-12-2024, 3878.850012073054
14-12-2024, 3907.4296595053356
15-12-2024, 3866.9958020348054
16-12-2024, 3961.3154661802305
17-12-2024, 3992.857195846062
18-12-2024, 3879.4062240100893
19-12-2024, 3628.2624780444953
20-12-2024, 3434.6754695380805
21-12-2024, 3468.658920056454
22-12-2024, 3337.5972231166807
23-12-2024, 3275.8894274015142
24-12-2024, 3414.6414419807993
25-12-2024, 3497.555287927574
26-12-2024, 3494.5109273631047
27-12-2024, 3327.7897761683494
28-12-2024, 3328.6111553091764
29-12-2024, 3397.8341205085153
30-12-2024, 3357.330742971463
31-12-2024, 3359.513941757392
01-01-2025, 3336.6175137659498
02-01-2025, 3348.967247123586
03-01-2025, 3448.140436960939
04-01-2025, 3604.2913795931763
05-01-2025, 3660.37804173532
06-01-2025, 3635.8549961807084
07-01-2025, 3687.1447140588307
08-01-2025, 3380.0211263090155
09-01-2025, 3325.1300293537356
10-01-2025, 3219.09284475812
11-01-2025, 3269.1759954060667
12-01-2025, 3283.591322828503
13-01-2025, 3264.070968533687
14-01-2025, 3134.5520394596483
15-01-2025, 3224.8006483414138
16-01-2025, 3447.0340476747956
17-01-2025, 3309.4466139900196
18-01-2025, 3477.284285084809
19-01-2025, 3309.0995676199964
20-01-2025, 3208.1365439891497
21-01-2025, 3263.069869880814
22-01-2025, 3326.0285404709143
23-01-2025, 3237.2996671291435
24-01-2025, 3332.580893146162
25-01-2025, 3311.8499838687
26-01-2025, 3320.1314101789453
27-01-2025, 3232.2767744705584
28-01-2025, 3173.5346079397173
29-01-2025, 3076.4937692857234
30-01-2025, 3114.4358854363104
31-01-2025, 3248.249484352305
01-02-2025, 3296.390634843652
02-02-2025, 3125.0386801320924
03-02-2025, 2862.6976188716285
04-02-2025, 2877.8138239498767
05-02-2025, 2740.3809762760143
06-02-2025, 2790.5521609256075
07-02-2025, 2686.662316793651
08-02-2025, 2623.4507017824767
09-02-2025, 2635.6011418023404
10-02-2025, 2632.5358220552475
11-02-2025, 2660.2967996436387
12-02-2025, 2603.0333698049267
13-02-2025, 2736.2703136032396
14-02-2025, 2675.7090007037627
15-02-2025, 2724.6698335873957
16-02-2025, 2692.8213863864253
17-02-2025, 2659.9017474093457
18-02-2025, 2741.9050800956124
19-02-2025, 2669.4945006896073
20-02-2025, 2714.8018364720533
21-02-2025, 2741.5933625994785
22-02-2025, 2658.3470942919384
23-02-2025, 2764.355233404291
24-02-2025, 2827.1844084879804
25-02-2025, 2503.103420098605
26-02-2025, 2495.315451693047
27-02-2025, 2325.853934699374
28-02-2025, 2305.3229378029837
01-03-2025, 2235.204208608959
02-03-2025, 2212.8243514969954
03-03-2025, 2517.3382391622977
04-03-2025, 2148.199533470228
05-03-2025, 2171.496943535016
06-03-2025, 2241.3841149187283
07-03-2025, 2202.3207363495417
08-03-2025, 2140.7498089428914
09-03-2025, 2199.9995000805707
10-03-2025, 2017.265460184326
11-03-2025, 1879.1231054991026
12-03-2025, 1921.3099227587034
13-03-2025, 1910.6551381032464
14-03-2025, 1862.7949366490388
15-03-2025, 1910.6662703455045
16-03-2025, 1939.7856881721348
17-03-2025, 1887.7643429692785
18-03-2025, 1929.1833577618722
19-03-2025, 1932.7964059050657
20-03-2025, 2060.728601068271
21-03-2025, 1980.831780524645
22-03-2025, 1964.5293833168294
23-03-2025, 1979.5449257665966
24-03-2025, 2001.0470230951883
25-03-2025, 2077.739325831977
26-03-2025, 2068.598435049149
27-03-2025, 2009.8835432902426
28-03-2025, 2003.3034241292064
29-03-2025, 1896.9173600459985
30-03-2025, 1829.2745211803463
31-03-2025, 1805.3378779435934
01-04-2025, 1824.2071367609847
02-04-2025, 1907.1671522994227
03-04-2025, 1795.761850567479
04-04-2025, 1818.2844199542053
05-04-2025, 1814.4807753449506
06-04-2025, 1809.935827172196
07-04-2025, 1574.6321611455576
08-04-2025, 1555.909812570873
09-04-2025, 1471.3608854365523
10-04-2025, 1662.5331604641576
11-04-2025, 1523.928624242526
12-04-2025, 1568.131690125936
13-04-2025, 1645.8625733156498
14-04-2025, 1595.4227460001084
15-04-2025, 1621.543195596693
16-04-2025, 1587.8222244021401
17-04-2025, 1577.7073516760117
18-04-2025, 1583.4764497002345
19-04-2025, 1589.1516208270755
20-04-2025, 1615.0502549158562
21-04-2025, 1585.4600253443446
22-04-2025, 1577.4465595922347
23-04-2025, 1759.7064599311093
24-04-2025, 1793.969849485534
25-04-2025, 1769.3925107354407
26-04-2025, 1788.7981804331257
27-04-2025, 1821.2695303291391
28-04-2025, 1793.6918440730135
29-04-2025, 1799.50191449199
30-04-2025, 1796.9720456768928
01-05-2025, 1794.0495408617828
02-05-2025, 1838.8543285925753
03-05-2025, 1841.427590836958
04-05-2025, 1834.501911876416
05-05-2025, 1808.156093844096
06-05-2025, 1820.0044598893596
07-05-2025, 1816.1686943818438
08-05-2025, 1810.3169269284476
09-05-2025, 2197.5611893238784
10-05-2025, 2341.407963002621
11-05-2025, 2583.6829051429513
12-05-2025, 2507.4693107597423
13-05-2025, 2492.426391077375
14-05-2025, 2676.639163127913
15-05-2025, 2603.7180887199615
16-05-2025, 2542.296692466797
17-05-2025, 2544.3870377235667
18-05-2025, 2475.0543933696913
19-05-2025, 2465.3409856139087
